Human.gene.name,Gene.name
TRAV8-3,Trav9n-4
RINT1,Rint1
TMEM128,Tmem128
FOXP2,Foxp2
AC073264.3,Tcaf2
TCAF2,Tcaf2
C1R,C1ra
PDCD2L,Pdcd2l
AC092073.1,Pdcd2l
INTS6L,Ints6l
ARMCX1,Armcx1
HOXB7,Hoxb7
ALG8,Alg8
DFFB,Dffb
EXOC4,Exoc4
ENDOD1,Endod1
KCNN2,Kcnn2
CXorf66,Gm7073
NLRP1,Nlrp1b
ATP11C,Atp11c
HOXB5,Hoxb5
HOXB6,Hoxb6
CKAP2,Ckap2
DTNBP1,Dtnbp1
GTF2A1,Gtf2a1
IGF1R,Igf1r
EXT2,Ext2
MDFI,Mdfi
GALNT12,Galnt12
EID3,Eid3
GARS,Gars
CD207,Cd207
TXNRD1,Txnrd1
SP8,Sp8
ITGAV,Itgav
TACR1,Tacr1
OAS1,Oas1d
ABCB5,Abcb5
ZNF367,Zfp367
TBK1,Tbk1
TMEM17,Tmem17
PRL,Prl3d3
MEIG1,Meig1
HOXB4,Hoxb4
BRMS1L,Brms1l
ETNPPL,Etnppl
SIPA1L3,Sipa1l3
FAM180A,Fam180a
ALX4,Alx4
AKAP12,Akap12
IFIT3,Ifit3b
CCDC126,Ccdc126
CRH,Crh
IFIT3,Ifit3
OR11H7,Olfr746
EDARADD,Edaradd
UGGT1,Uggt1
FAM126B,Fam126b
SERINC3,Serinc3
OSBPL11,Osbpl11
ARL8A,Arl8a
PGM5,Pgm5
HOXB2,Hoxb2
IFIT1B,Ifit1bl1
SNX21,Snx21
VAX2,Vax2
HOXB3,Hoxb3
METAP1,Metap1
BCLAF1,Bclaf1
ACOT8,Acot8
BTLA,Btla
C2orf78,Gm5592
HSD17B2,Hsd17b2
ZNF653,Zfp653
PAG1,Pag1
PNN,Pnn
MAP9,Map9
NLRC3,Nlrc3
PCYOX1L,Pcyox1l
RNF40,Rnf40
ZSWIM3,Zswim3
SH2D2A,Sh2d2a
LAMC1,Lamc1
TCAF1,Tcaf1
PTPN14,Ptpn14
FAM60A,Fam60a
MARK4,Mark4
CCNA2,Ccna2
ART4,Art4
CS,Cs
CUBN,Cubn
ZSWIM1,Zswim1
CD300LG,Cd300lg
ATF2,Atf2
ELAVL3,Elavl3
RHOT2,Gm20683
SPATA25,Spata25
CEACAM3,Psg28
CEACAM4,Psg28
CSGALNACT1,Csgalnact1
WDR90,Wdr90
NDUFC2,Ndufc2
NDUFC2-KCTD14,Ndufc2
OR5T3,Olfr1094
OR5T1,Olfr1094
ZFP37,Zfp37
CHD3,Chd3
AC008481.3,AC163623.2
ECSIT,Ecsit
PKHD1L1,Pkhd1l1
ARL6,Arl6
SPIN1,Spin1
ZBTB2,Zbtb2
KANK1,Kank1
MTPN,Mtpn
MMP23B,Mmp23
EXOSC9,Exosc9
MIB1,Mib1
BCL2L11,Bcl2l11
SLC12A9,Slc12a9
GPR45,Gpr45
DIXDC1,Dixdc1
CPSF2,Cpsf2
TRAV13-2,Trav5n-4
TRAV13-1,Trav5n-4
AL391650.1,E130218I03Rik
SLC17A1,Slc17a1
PLVAP,Plvap
PRL,Prl3c1
TRAV9-2,Trav6n-7
UBE2D1,Ube2d1
AL365232.1,Khdc1a
KHDC1L,Khdc1a
KHDC1,Khdc1a
HSF2,Hsf2
FXYD1,Fxyd1
UBA6,Uba6
TRAV12-3,Trav7n-6
TRAV12-1,Trav7n-6
TRAV12-2,Trav7n-6
ZNF720,Zfp455
ZNF738,Zfp455
ZNF670-ZNF695,Zfp455
AC010615.4,Zfp455
PDRG1,Pdrg1
MMP17,Mmp17
GTPBP3,Gtpbp3
IFIT1B,Ifit1bl2
CEP104,Cep104
PRSS33,Prss33
OR51L1,Olfr587-ps1
AIFM1,Aifm1
SDHC,Sdhc
EGFLAM,Egflam
HELB,Helb
TRAFD1,Trafd1
KCNK10,Kcnk10
ZNF593,Zfp593
NUP210,Nup210
COMMD8,Commd8
KIAA0586,2700049A03Rik
WDR89,Wdr89
GRIP1,Grip1
GPR37L1,Gpr37l1
AFAP1L1,Afap1l1
TMEM33,Tmem33
EBF4,Ebf4
CES2,Ces2a
NACC2,Nacc2
UBE2QL1,Ube2ql1
IFIT1B,Ifit1
MGP,Mgp
PRLH,Prlh
CD200,Cd200
KDM4D,Kdm4d
EIF2A,Eif2a
PEX3,Pex3
OR8H1,Gm13723
OR8H3,Gm13723
OR8H2,Gm13723
CPTP,Cptp
PTP4A2,Ptp4a2
MPHOSPH6,Mphosph6
CD226,Cd226
BRSK2,Brsk2
THRSP,Thrsp
SERPINA1,Serpina1a
GNG12,Gng12
VPS37D,Vps37d
PYGM,Pygm
SLC29A1,Slc29a1
MOB3B,Mob3b
EARS2,Ears2
ABCE1,Abce1
OR11H4,Olfr747
TAOK2,Taok2
NOX4,Nox4
FOXD2,Foxd2
FBXW2,Fbxw2
CASP5,Casp4
IFNK,Ifnk
FOSL2,Fosl2
KNG1,Kng1
NXNL2,Nxnl2
RHOT2,Rhot2
CTR9,Ctr9
UBFD1,Ubfd1
STMN1,Stmn1
VN1R4,Vmn1r233
SERP1,Serp1
AMH,Amh
IKBKE,Ikbke
COMMD1,Commd1
PRC1,Prc1
CLEC16A,Clec16a
ZRSR2,Zrsr1
ZRSR1,Zrsr1
ZNF678,Zfp457
ZNF257,Zfp457
MTERF1,Mterf1a
ADAT2,Adat2
AL365232.1,Khdc1c
KHDC1L,Khdc1c
KHDC1,Khdc1c
SLC16A12,Slc16a12
COMMD1,Gm28048
TSPAN12,Tspan12
DMRT1,Dmrt1
JSRP1,Jsrp1
IRF2BP2,Irf2bp2
ACP7,Acp7
B3GNT2,B3gnt2
ZFYVE28,Zfyve28
CCDC192,1700011I03Rik
COL15A1,Col15a1
OTOP1,Otop1
RPH3A,Rph3a
UBXN2B,Ubxn2b
PKIG,Pkig
VPS36,Vps36
ANAPC7,Anapc7
KLHL22,Klhl22
RNPEP,Rnpep
BRAT1,Brat1
TRAV17,Trav8n-2
CEP295,Cep295
CNRIP1,Cnrip1
S100PBP,S100pbp
NPM3,Npm3
XPOT,Xpot
PRSS41,Prss41
CTXN3,Ctxn3
PLEK,Plek
AL365232.1,Khdc1b
KHDC1L,Khdc1b
KHDC1,Khdc1b
UBXN10,Ubxn10
MARS,Mars
TMEM200A,Tmem200a
GIMD1,Gimd1
OR52E2,Olfr589
P2RX5,P2rx5
P2RX5-TAX1BP3,P2rx5
SLC31A2,Slc31a2
SUZ12,Suz12
ATP2A2,Atp2a2
PLA2G2C,Pla2g2c
ZER1,Zer1
GDPD4,Gdpd4
CEACAM3,Psg26
CEACAM4,Psg26
ITPKC,Itpkc
TOMM7,Tomm7
RHBDL1,Rhbdl1
LPCAT2,Lpcat2
SIX3,Six3
SHCBP1L,Shcbp1l
ZNF141,Zfp87
ZNF429,Zfp87
ZNF493,Zfp87
ZNF675,Zfp87
ZNF66,Zfp87
ZNF92,Zfp87
ZNF714,Zfp87
ZNF695,Zfp87
ZNF492,Zfp87
ZNF93,Zfp87
ZNF728,Zfp87
ZNF626,Zfp87
ZNF737,Zfp87
ZNF253,Zfp87
ZNF680,Zfp87
ZNF138,Zfp87
ZNF85,Zfp87
ZNF479,Zfp87
ZNF732,Zfp87
ZNF100,Zfp87
ZNF681,Zfp87
ZNF431,Zfp87
ZNF676,Zfp87
ZNF90,Zfp87
ZNF506,Zfp87
AC115220.1,Zfp87
ZNF43,Zfp87
ZNF595,Zfp87
ZNF716,Zfp87
ZNF735,Zfp87
ZNF718,Zfp87
ZNF736,Zfp87
ZNF679,Zfp87
ZNF254,Zfp87
ZNF273,Zfp87
ZNF195,Zfp87
ZNF724,Zfp87
ZNF430,Zfp87
ZNF682,Zfp87
ZNF98,Zfp87
AC092329.3,Zfp87
ZNF727,Zfp87
ZNF726,Zfp87
ZNF486,Zfp87
ZNF708,Zfp87
ZNF117,Zfp87
ZNF730,Zfp87
CHRM3,Chrm3
SNRPA,Snrpa
MRPL41,Mrpl41
ELF3,Elf3
ARMCX6,Armcx6
DPH7,Dph7
CRHR2,Crhr2
TMCC3,Tmcc3
C9orf72,3110043O21Rik
DOLPP1,Dolpp1
ZNF720,Zfp874a
ZNF738,Zfp874a
ZNF670-ZNF695,Zfp874a
AC010615.4,Zfp874a
RABEPK,Rabepk
MRPL13,Mrpl13
MPP2,Mpp2
PMVK,Pmvk
ZNF821,Zfp821
MYH2,Myh2
UBD,Ubd
ZNF720,Zfp953
ZNF738,Zfp953
ZNF670-ZNF695,Zfp953
AC010615.4,Zfp953
DDIT3,Ddit3
C19orf54,BC024978
PRL,Prl3b1
DCLRE1C,Dclre1c
ZNF208,Zfp729b
ZNF91,Zfp729b
ZNF729,Zfp729b
ZNF721,Zfp729b
ZNF107,Zfp729b
ZNF99,Zfp729b
METTL24,Mettl24
CTAGE1,Ctage5
CTAGE4,Ctage5
CTAGE5,Ctage5
CTAGE9,Ctage5
CTAGE15,Ctage5
CTAGE8,Ctage5
CTAGE6,Ctage5
AL132639.3,Ctage5
FOXE3,Foxe3
ZNF720,Gm28041
ZNF738,Gm28041
ZNF670-ZNF695,Gm28041
AC010615.4,Gm28041
RTKN2,Rtkn2
COQ10A,Coq10a
ZDHHC4,Zdhhc4
ZNF678,Zfp595
ZNF257,Zfp595
TPH2,Tph2
CMPK1,Cmpk1
STX5,Stx5a
CAPNS2,Capns2
FAM221A,Fam221a
MTBP,Mtbp
MAPRE2,Mapre2
EIF4E3,Eif4e3
ZNF720,Zfp456
ZNF738,Zfp456
ZNF670-ZNF695,Zfp456
AC010615.4,Zfp456
SGPP1,Sgpp1
ATP1A3,Atp1a3
PRCC,Prcc
CHRM2,Chrm2
OR4C11,Olfr1205
CEACAM3,Psg25
CEACAM4,Psg25
MOB4,Mob4
BCL7A,Bcl7a
KMT2C,Kmt2c
ZNF720,Gm26965
ZNF738,Gm26965
ZNF670-ZNF695,Gm26965
AC010615.4,Gm26965
FABP5,Fabp5
FAP,Fap
ZNF720,Zfp459
ZNF738,Zfp459
ZNF670-ZNF695,Zfp459
AC010615.4,Zfp459
SEC16B,Sec16b
OR52J3,Olfr592
BMPR1A,Bmpr1a
CTSA,Ctsa
CRAT,Crat
ZNF208,Zfp748
ZNF91,Zfp748
ZNF729,Zfp748
ZNF721,Zfp748
ZNF107,Zfp748
ZNF99,Zfp748
ERMN,Ermn
MFN2,Mfn2
VPS39,Vps39
THSD1,Thsd1
CEACAM3,Psg27
CEACAM4,Psg27
LRRC14,Lrrc14
ARMCX3,Armcx3
LMBR1L,Lmbr1l
ELF5,Elf5
GALNT5,Galnt5
SELP,Selp
UNC93A,Unc93a
ANXA6,Anxa6
ZNF720,Zfp429
ZNF738,Zfp429
ZNF670-ZNF695,Zfp429
AC010615.4,Zfp429
SAMD3,Samd3
DOK6,Dok6
ERP27,Erp27
TGFBRAP1,Tgfbrap1
TRAV19,Trav16n
ZNF208,Zfp729a
ZNF91,Zfp729a
ZNF729,Zfp729a
ZNF721,Zfp729a
ZNF107,Zfp729a
ZNF99,Zfp729a
GATAD2B,Gatad2b
ZNF141,Zfp58
ZNF429,Zfp58
ZNF493,Zfp58
ZNF675,Zfp58
ZNF66,Zfp58
ZNF92,Zfp58
ZNF714,Zfp58
ZNF695,Zfp58
ZNF492,Zfp58
ZNF93,Zfp58
ZNF728,Zfp58
ZNF626,Zfp58
ZNF737,Zfp58
ZNF253,Zfp58
ZNF680,Zfp58
ZNF138,Zfp58
ZNF85,Zfp58
ZNF479,Zfp58
ZNF732,Zfp58
ZNF100,Zfp58
ZNF681,Zfp58
ZNF431,Zfp58
ZNF676,Zfp58
ZNF90,Zfp58
ZNF506,Zfp58
AC115220.1,Zfp58
ZNF43,Zfp58
ZNF595,Zfp58
ZNF716,Zfp58
ZNF735,Zfp58
ZNF718,Zfp58
ZNF736,Zfp58
ZNF679,Zfp58
ZNF254,Zfp58
ZNF273,Zfp58
ZNF195,Zfp58
ZNF724,Zfp58
ZNF430,Zfp58
ZNF682,Zfp58
ZNF98,Zfp58
AC092329.3,Zfp58
ZNF727,Zfp58
ZNF726,Zfp58
ZNF486,Zfp58
ZNF708,Zfp58
ZNF117,Zfp58
ZNF730,Zfp58
TAF1D,Taf1d
KCTD14,Kctd14
LONP2,Lonp2
F5,F5
REXO2,Rexo2
DGCR2,Dgcr2
PDP1,Pdp1
RCCD1,Rccd1
LRRC24,Lrrc24
STIM2,Stim2
SUDS3,Suds3
ZNF720,Gm28044
ZNF738,Gm28044
ZNF670-ZNF695,Gm28044
AC010615.4,Gm28044
S1PR3,S1pr3
OSTC,Ostc
CSN2,Csn2
ZC3H12A,Zc3h12a
FAM78B,Fam78b
NOM1,Nom1
GGTLC3,Ggt1
GGTLC2,Ggt1
GGTLC1,Ggt1
GGT1,Ggt1
GGT2,Ggt1
ZNF720,Zfp874b
ZNF738,Zfp874b
ZNF670-ZNF695,Zfp874b
AC010615.4,Zfp874b
PRL,Prl3a1
USP17L15,Usp17ld
USP17L17,Usp17ld
USP17L26,Usp17ld
USP17L11,Usp17ld
USP17L24,Usp17ld
USP17L28,Usp17ld
USP17L8,Usp17ld
USP17L20,Usp17ld
USP17L23,Usp17ld
USP17L27,Usp17ld
USP17L21,Usp17ld
USP17L7,Usp17ld
USP17L1,Usp17ld
USP17L18,Usp17ld
USP17L12,Usp17ld
USP17L22,Usp17ld
USP17L3,Usp17ld
USP17L25,Usp17ld
USP17L4,Usp17ld
USP17L13,Usp17ld
USP17L2,Usp17ld
USP17L19,Usp17ld
USP17L5,Usp17ld
USP17L10,Usp17ld
USP17L30,Usp17ld
USP17L29,Usp17ld
ZNF720,Zfp738
ZNF738,Zfp738
ZNF670-ZNF695,Zfp738
AC010615.4,Zfp738
SERINC1,Serinc1
GRIK2,Grik2
MYEF2,Gm9833
EXOC3L2,Exoc3l2
ADA,Ada
ANAPC10,Anapc10
JPH4,Jph4
SLC24A4,Slc24a4
DEF6,Def6
ZNF720,Zfp65
ZNF738,Zfp65
ZNF670-ZNF695,Zfp65
AC010615.4,Zfp65
CEACAM3,Psg21
CEACAM4,Psg21
OR11H7,Olfr748
GATA3,Gata3
SH3BP5L,Sh3bp5l
HDGF,Hdgf
GRIK3,Grik3
HEATR6,Heatr6
CEACAM3,Psg23
CEACAM4,Psg23
ARL5A,Arl5a
CYP26B1,Cyp26b1
GPD1,Gpd1
SYCP3,Sycp3
AC005779.2,Bloc1s3
BLOC1S3,Bloc1s3
YIPF2,Yipf2
PPY,Ppy
BCAT1,Bcat1
MED10,Med10
SPECC1,Specc1
PMP2,Pmp2
SUV39H2,Suv39h2
SPG20,Spg20
GRK3,Grk3
XPNPEP3,Xpnpep3
DGCR2,Gm20518
ZC3H12D,Zc3h12d
FABP9,Fabp9
C11orf54,4931406C07Rik
SIX2,Six2
PRL,Prl6a1
ABCC1,Abcc1
ERO1B,Ero1lb
FIS1,Fis1
FABP9,Gm37389
STK19,Stk19
TEK,Tek
CISD1,Cisd1
MNX1,Mnx1
CHPT1,Chpt1
ARMCX2,Armcx2
TPTE2,Tpte
TPTE,Tpte
SDHAF1,Sdhaf1
LRIG2,Lrig2
PTN,Ptn
MPZ,Mpz
ATP13A2,Atp13a2
PDE4A,Pde4a
SLC27A6,Slc27a6
TYRP1,Tyrp1
SLX4,Slx4
TAB2,Tab2
CARM1,Carm1
PPARD,Ppard
ASCC2,Ascc2
LYZ,9530003J23Rik
FABP4,Fabp4
MPLKIP,Mplkip
DNAJB7,Dnajb7
LRFN3,Lrfn3
SUGCT,Sugct
CEACAM3,Psg20
CEACAM4,Psg20
ZNF770,Zfp770
CNTN1,Cntn1
TRAV22,Trav13n-4
AP002373.1,Rbm7
RBM7,Rbm7
TRAV23DV6,Trav14n-3
ITGAX,Itgax
RBM12B,Rbm12b2
SLC12A8,Slc12a8
NEURL2,Neurl2
ZCCHC12,Zcchc12
ZCCHC18,Zcchc12
TRAPPC6A,Trappc6a
UBE3C,Ube3c
TRAV12-3,Trav7-2
TRAV12-1,Trav7-2
TRAV12-2,Trav7-2
NOMO3,Nomo1
NOMO1,Nomo1
NOMO2,Nomo1
AL449266.1,Aknad1
AKNAD1,Aknad1
PLTP,Pltp
TMEM67,Tmem67
KCNQ5,Kcnq5
FOXP4,Foxp4
C11orf71,Gm5617
TRAV9-2,Trav6-3
OR4F21,Olfr1303
OR4F29,Olfr1303
OR4F16,Olfr1303
OR4F3,Olfr1303
LYZ,Lyz2
CYP7A1,Cyp7a1
TRAV12-3,Trav7-3
TRAV12-1,Trav7-3
TRAV12-2,Trav7-3
WISP2,Wisp2
GNRHR,Gnrhr
PALM2,Palm2
ACMSD,Acmsd
PUSL1,Pusl1
C1S,C1s1
CEP41,Cep41
DRD5,Drd5
ZNF135,Zfp11
PEX14,Pex14
NDUFB3,Ndufb3
PYY,Pyy
PRSS21,Prss21
ADAMTSL5,Adamtsl5
SPINK13,Spink13
L3MBTL3,L3mbtl3
FAM126A,Fam126a
SPINK6,Spink10
TRAV9-2,Trav6-4
AKAP2,Pakap
PALM2-AKAP2,Pakap
TIMM29,Timm29
TRAV12-3,Trav7-4
TRAV12-1,Trav7-4
TRAV12-2,Trav7-4
VN1R4,Vmn1r234
OR11H4,Olfr749
RASEF,Rasef
PLA2G2F,Pla2g2f
INTS11,Ints11
CNOT3,Cnot3
NNMT,Nnmt
HLA-DOA,H2-Oa
TRAV17,Trav8-1
MAP1A,Map1a
VN1R4,Vmn1r235
EMC6,Emc6
ARHGDIB,Arhgdib
SLC25A3,Slc25a3
KCNK15,Kcnk15
LYZ,Lyz1
SERPINA1,Serpina1c
POLE4,Pole4
AMPD2,Ampd2
BCL11A,Bcl11a
PTK2B,Ptk2b
KIAA1024L,A730017C20Rik
TYROBP,Tyrobp
TSKS,Tsks
AC068547.1,Cacnb4
CACNB4,Cacnb4
FUT9,Fut9
RIMS4,Rims4
PGPEP1L,Pgpep1l
C1R,C1rb
PPIP5K1,Ppip5k1
LENG1,Leng1
C1S,C1s2
TOMM20,Tomm20
HMGCR,Hmgcr
SARDH,Sardh
MTFR2,Mtfr2
TMC4,Tmc4
OR10C1,Olfr95
ABLIM1,Ablim1
CES2,Ces2b
LURAP1L,Lurap1l
DENND5B,Dennd5b
ZBTB16,Zbtb16
PNPLA6,Pnpla6
PDE6H,Pde6h
VN1R4,Vmn1r236
OR6B3,Olfr1416
OR6B2,Olfr1416
OR11A1,Olfr96
SCLT1,Sclt1
RAB33A,Rab33a
ZNF585A,Zfp35
ZNF16,Zfp35
LYPD8,Lypd8
NAGS,Nags
PLP1,Plp1
OR6B3,Olfr1415
OR6B2,Olfr1415
CD38,Cd38
HPS3,Hps3
VN1R4,Vmn1r237
ZG16B,Sbp
OR4C11,Olfr1206
FEM1C,Fem1c
SLCO6A1,Slco6c1
SERPINA1,Serpina1e
DPH6,Dph6
TMEM219,Tmem219
HCST,Hcst
HTR3A,Htr3a
CDC40,Cdc40
TNR,Tnr
NUBPL,Nubpl
ZNF24,Zfp24
HARBI1,Harbi1
FAM169B,Fam169b
CT45A3,Gm648
CT45A5,Gm648
CT45A8,Gm648
CT45A10,Gm648
CT45A2,Gm648
CT45A6,Gm648
CT45A1,Gm648
CT45A9,Gm648
CT45A7,Gm648
EPHA6,Epha6
ATCAY,Atcay
RAB9B,Rab9b
MOB3C,Mob3c
LINGO2,Lingo2
AFDN,Afdn
FAM214B,Fam214b
B4GALT7,B4galt7
SETD4,Setd4
ARHGEF10,Arhgef10
EIF2B5,Eif2b5
MLXIP,Mlxip
UCK2,Uck2
OSGEP,Osgep
H2BFM,H2bfm
H2BFWT,H2bfm
TUBA1B,Tuba1b
YWHAB,Ywhab
CBLL1,Cbll1
AC008575.2,Srp19
SRP19,Srp19
CASD1,Casd1
INTS4,Ints4
POM121L2,Pom121l2
SLC17A7,Slc17a7
NMRK2,Nmrk2
PITPNM2,Pitpnm2
TMSB15B,Tmsb15b2
TMSB15A,Tmsb15b2
PRKCI,Prkci
KLRK1,Klrk1
DES,Des
TMSB15B,Tmsb15l
TMSB15A,Tmsb15l
TMED7,Tmed7
BRD1,Brd1
NEUROG3,Neurog3
FBXO27,Fbxo27
SEZ6,Sez6
TICAM2,Ticam2
SI,Sis
TMSB15B,Tmsb15b1
TMSB15A,Tmsb15b1
C10orf35,2010107G23Rik
FGFR1,Fgfr1
CTNS,Ctns
SGPL1,Sgpl1
C11orf52,2310030G06Rik
ATXN1L,Atxn1l
KCNIP2,Kcnip2
MANEA,Manea
ZNF629,Zfp629
NXF5,Nxf2
NXF2,Nxf2
NXF2B,Nxf2
SPOCD1,Spocd1
CRYAB,Cryab
RPL34,Rpl34
TRAV8-1,Trav9-1
TRAV8-3,Trav9-1
DHX9,Dhx9
EEF1D,Eef1d
KLRD1,Klrd1
PLA2G2D,Pla2g2d
NRXN1,Nrxn1
INO80C,Ino80c
SELENOT,Selenot
HSPB2,Hspb2
HSPB2-C11orf52,Hspb2
RBM34,Rbm34
TRDMT1,Trdmt1
HTRA3,Htra3
TRAV9-1,Trav6-5
ALS2CR12,Als2cr12
AHCYL2,Ahcyl2
CP,Cp
EIF4E,Eif4e
OR2F1,Olfr453
OR2F2,Olfr453
OAZ1,Oaz1
RMND1,Rmnd1
C1orf232,Gm30191
FAM110D,Grrp1
STXBP3,Stxbp3
OR2F1,Olfr38
OR2F2,Olfr38
CSF3R,Csf3r
OR6B3,Olfr1414
OR6B2,Olfr1414
ZNHIT6,Znhit6
OR2F1,Olfr452
OR2F2,Olfr452
ZNF485,Zim1
CFAP99,Cfap99
SLC25A53,Slc25a53
TAX1BP3,Tax1bp3
OR4C16,Olfr1209
HK2,Hk2
HHIP,Hhip
CEACAM3,Psg22
CEACAM4,Psg22
GTF2H4,Gtf2h4
STK31,Stk31
QSOX2,Qsox2
RAD51D,Rad51d
OR4C15,Olfr1211
SLC17A4,Slc17a4
LONRF3,Lonrf3
PSEN1,Psen1
AGFG1,Agfg1
KBTBD8,Kbtbd8
ZCCHC12,Zcchc18
ZCCHC18,Zcchc18
C12orf56,D930020B18Rik
OR4C15,Olfr1212
ATP10D,Atp10d
ING3,Ing3
SLC27A4,Slc27a4
FAM234A,Fam234a
AC004754.1,Fam234a
TUBA1A,Tuba1a
LHX3,Lhx3
TMEM101,Tmem101
ARF6,Arf6
TAS2R16,Tas2r118
CCT4,Cct4
PTPN11,Ptpn11
TEX46,4930549C01Rik
HTR3B,Htr3b
OR4C15,Gm13762
LACTBL1,Lactbl1
CRYBB2,Crybb2
AP001781.3,Alg9
ALG9,Alg9
TRAV13-2,Trav10
TRAV13-1,Trav10
SLC2A9,Slc2a9
SHC3,Shc3
PABPC1L,Pabpc1l
AKAP9,Akap9
CBR1,Cbr1
ERICH6,Erich6
RIC8B,Ric8b
TRAV9-2,Trav6-6
EIF4G2,Eif4g2
MMGT1,Mmgt1
RNF4,Rnf4
N4BP1,N4bp1
NME5,Nme5
FABP12,Fabp12
EXOC6B,Exoc6b
SMIM1,Smim1
RRNAD1,Rrnad1
ZAN,Zan
CWC15,Cwc15
TRAV10,Trav11
IDI2,Gm9745
CBR1,Gm5678
TRAV12-3,Trav7-5
TRAV12-1,Trav7-5
TRAV12-2,Trav7-5
LSM12,Lsm12
FDXACB1,Fdxacb1
MTF2,Mtf2
AMBRA1,Ambra1
C11orf1,1110032A03Rik
ISG20L2,Isg20l2
MRPL24,Mrpl24
LRRC47,Lrrc47
CYP51A1,Cyp51
EPHB4,Ephb4
SERPINA9,Serpina9
SERPINA11,Serpina11
G6PC3,G6pc3
GPS2,Gps2
MYLIP,Mylip
ARID5B,Arid5b
KMT5C,Kmt5c
KCNN3,Kcnn3
STIL,Stil
OR2T5,Olfr331
OR2T4,Olfr331
OR2T29,Olfr331
CNOT11,Cnot11
PDIK1L,Pdik1l
CASP12,Casp12
SLC35D1,Slc35d1
LRGUK,Lrguk
PRSS27,Prss27
FKBP15,Fkbp15
PLB1,Plb1
ARHGAP5,Arhgap5
CDH13,Cdh13
CES2,Ces2c
CERS5,Cers5
SLC4A1,Slc4a1
GNA12,Gna12
CAT,Cat
GTF2E1,Gtf2e1
INTS10,Ints10
HDAC6,Hdac6
SEPT14,Sept14
RFTN2,Rftn2
OR4C15,Olfr1214
SLC13A1,Slc13a1
AMZ1,Amz1
DNASE1,Dnase1
TRAV18,Trav12-1
SNRNP70,Snrnp70
STK4,Stk4
AIMP1,Aimp1
CUL9,Cul9
FBXO18,Fbxo18
DFFA,Dffa
CCNT2,Ccnt2
CEACAM3,Psg19
CEACAM4,Psg19
SLC39A5,Slc39a5
OST4,Ost4
HTR7,Htr7
NUMBL,Numbl
C2orf49,AI597479
AGBL5,Agbl5
C5orf30,D1Ertd622e
TBCK,Tbck
TOMM34,Tomm34
HIST1H2BA,Hist1h2ba
ANKRD52,Ankrd52
AIG1,Aig1
MLXIPL,Mlxipl
COQ8B,Coq8b
DHRS2,Dhrs2
MIB2,Mib2
TMED5,Tmed5
PRSS16,Prss16
ATP6V1B1,Atp6v1b1
NEMP1,Nemp1
CCDC169,Ccdc169
AAMDC,Aamdc
TRAV22,Trav13-1
TGFA,Tgfa
LIMA1,Lima1
PHC1,Phc1
SLC6A2,Slc6a2
TCF7L2,Tcf7l2
TRAP1,Trap1
PLA2G5,Pla2g5
TMEM241,Tmem241
ZMAT1,Zmat1
CPSF6,Cpsf6
PNPLA7,Pnpla7
NABP2,Nabp2
DVL3,Dvl3
SLC16A1,Slc16a1
RABL3,Rabl3
C9orf3,2010111I01Rik
NPY2R,Npy2r
PPM1F,Ppm1f
AC017083.4,Ppp3r1
PPP3R1,Ppp3r1
SPATA7,Spata7
USP28,Usp28
TMPRSS11D,Tmprss11d
KLHL7,Klhl7
IPMK,Ipmk
NAB2,Nab2
ARL1,Arl1
FAM199X,Fam199x
PLA2G2A,Pla2g2a
HABP4,Habp4
KCTD5,Kctd5
PNO1,Pno1
AK4,Ak4
RERG,Rerg
IL4,Il4
PEG3,Peg3
WDR92,Wdr92
KIF3A,Kif3a
STAT6,Stat6
TRAV23DV6,Trav14-1
FAM171B,Fam171b
SAE1,Sae1
NFKBID,Nfkbid
SLC15A5,Slc15a5
BRD2,Brd2
GADD45A,Gadd45a
MARS2,Mars2
OR6B1,Olfr449
GYPA,Gypa
USP17L15,Usp17lc
USP17L17,Usp17lc
USP17L26,Usp17lc
USP17L11,Usp17lc
USP17L24,Usp17lc
USP17L28,Usp17lc
USP17L8,Usp17lc
USP17L20,Usp17lc
USP17L23,Usp17lc
USP17L27,Usp17lc
USP17L21,Usp17lc
USP17L7,Usp17lc
USP17L1,Usp17lc
USP17L18,Usp17lc
USP17L12,Usp17lc
USP17L22,Usp17lc
USP17L3,Usp17lc
USP17L25,Usp17lc
USP17L4,Usp17lc
USP17L13,Usp17lc
USP17L2,Usp17lc
USP17L19,Usp17lc
USP17L5,Usp17lc
USP17L10,Usp17lc
USP17L30,Usp17lc
USP17L29,Usp17lc
OR2T5,Olfr330
OR2T4,Olfr330
OR2T29,Olfr330
FBXO17,Fbxo17
VIM,Vim
ESX1,Esx1
C5orf42,2410089E03Rik
SMTN,Smtn
FHL2,Fhl2
PCBP3,Pcbp3
CRLF3,Crlf3
ATP6V1G3,Atp6v1g3
RNF149,Rnf149
APEX1,Apex1
IGKV6D-41,Igkv5-48
TRAV8-1,Trav9-2
TRAV8-3,Trav9-2
MFAP1,Mfap1b
CRYBB3,Crybb3
DNAJC22,Dnajc22
PRKCE,Prkce
PDE7B,Pde7b
CKS2,Cks2
CORO1B,Coro1b
PPIH,Gm7879
ITGB8,Itgb8
CPT1C,Cpt1c
GALNT1,Galnt1
ZNF578,2610021A01Rik
ZNF616,2610021A01Rik
ZNF761,2610021A01Rik
ZNF525,2610021A01Rik
ZNF888,2610021A01Rik
ZNF765,2610021A01Rik
