"Ligand"	"Receptor"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"
"NCAM1.ESAM"	"NCAM1"	"ESAM"	0	0	0	0	0	0	0	0	0	0	0	210	0	210
"NCAM1.EPHA4"	"NCAM1"	"EPHA4"	0	0	0	0	0	0	0	0	99	0	0	198	78	275
"NCAM1.FLT1"	"NCAM1"	"FLT1"	0	0	0	0	616	0	0	0	102	0	0	234	0	171
"NCAM1.ITGA1"	"NCAM1"	"ITGA1"	0	0	0	0	0	0	0	0	0	0	0	399	0	398
"NCAM1.ITGB6"	"NCAM1"	"ITGB6"	0	0	0	0	0	0	0	0	190	0	0	73	0	217
"NCAM1.LY96"	"NCAM1"	"LY96"	0	0	0	0	0	0	0	0	0	0	0	257	0	256
"NCAM1.CSF1R"	"NCAM1"	"CSF1R"	0	0	0	0	611	0	0	0	102	0	0	310	0	199
"NCAM1.KIT"	"NCAM1"	"KIT"	0	0	0	0	0	0	0	0	102	0	0	942	0	946
"NCAM1.CD1A"	"NCAM1"	"CD1A"	0	0	0	0	0	0	0	0	0	0	0	216	0	216
"NCAM1.CCR2"	"NCAM1"	"CCR2"	0	0	0	0	0	0	0	0	0	0	0	326	84	356
"NCAM1.CCR5"	"NCAM1"	"CCR5"	0	0	0	0	0	0	0	0	0	0	0	477	84	500
"NCAM1.ITGA5"	"NCAM1"	"ITGA5"	0	0	0	0	0	0	0	0	0	0	0	413	78	435
"NCAM1.SSTR5"	"NCAM1"	"SSTR5"	0	0	0	0	0	0	0	0	0	0	0	176	84	212
"NCAM1.CXCR1"	"NCAM1"	"CXCR1"	0	0	0	0	0	0	0	0	0	0	0	264	0	264
"NCAM1.CCR1"	"NCAM1"	"CCR1"	0	0	0	0	0	0	0	0	0	0	0	450	84	474
"NCAM1.ITGB5"	"NCAM1"	"ITGB5"	0	0	0	0	0	0	0	0	190	0	0	74	0	217
"NCAM1.MST1R"	"NCAM1"	"MST1R"	0	0	0	0	0	0	0	0	101	0	0	55	86	155
"NCAM1.ITGA2"	"NCAM1"	"ITGA2"	0	0	0	0	0	0	0	0	0	0	0	581	0	581
"NCAM1.TNFRSF11B"	"NCAM1"	"TNFRSF11B"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"NCAM1.CD3D"	"NCAM1"	"CD3D"	0	0	0	0	0	0	0	0	0	0	0	265	0	265
"NCAM1.AXL"	"NCAM1"	"AXL"	0	0	0	0	0	0	0	0	99	0	0	101	0	155
"NCAM1.ITGB2"	"NCAM1"	"ITGB2"	0	0	0	0	0	0	0	0	190	0	0	413	0	504
"NCAM1.ITGB1"	"NCAM1"	"ITGB1"	0	0	0	0	0	0	0	0	190	0	0	635	0	691
"NCAM1.INSR"	"NCAM1"	"INSR"	0	0	0	0	0	0	0	0	99	0	0	196	0	244
"NCAM1.GP9"	"NCAM1"	"GP9"	0	0	0	0	0	0	0	0	81	0	0	97	64	155
"NCAM1.CXCR6"	"NCAM1"	"CXCR6"	0	0	0	0	0	0	0	0	0	0	0	139	84	177
"NCAM1.ADORA2B"	"NCAM1"	"ADORA2B"	0	0	0	0	0	0	0	0	0	0	0	195	84	231
"NCAM1.IL7R"	"NCAM1"	"IL7R"	0	0	0	0	0	0	0	0	0	0	0	500	0	499
"NCAM1.CHRM1"	"NCAM1"	"CHRM1"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"NCAM1.CD36"	"NCAM1"	"CD36"	0	0	0	0	0	0	0	0	0	0	0	655	72	666
"NCAM1.CD46"	"NCAM1"	"CD46"	0	0	0	0	0	0	0	0	0	0	0	160	0	159
"NCAM1.MET"	"NCAM1"	"MET"	0	0	0	0	0	0	0	0	101	0	0	240	86	320
"F9.MARCO"	"F9"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	0	187	187
"SERPINE1.MARCO"	"SERPINE1"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"CCL1.MARCO"	"CCL1"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	751	0	751
"TFPI.MARCO"	"TFPI"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	166	0	165
"NCAN.MARCO"	"NCAN"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	344	0	343
"CCL21.MARCO"	"CCL21"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"NID1.MARCO"	"NID1"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"EGF.MARCO"	"EGF"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	464	0	463
"SEMA3C.MARCO"	"SEMA3C"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	213	0	213
"SEMA3A.MARCO"	"SEMA3A"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	357	0	357
"ACE.MARCO"	"ACE"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	152	103	206
"SCGB3A1.MARCO"	"SCGB3A1"	"MARCO"	0	0	0	0	0	0	0	576	0	0	0	0	0	576
"EDIL3.MARCO"	"EDIL3"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	478	0	478
"SCGB3A2.MARCO"	"SCGB3A2"	"MARCO"	0	0	0	0	0	0	0	576	0	900	0	45	0	955
"COL14A1.MARCO"	"COL14A1"	"MARCO"	0	0	0	0	669	0	0	0	0	0	0	504	0	194
"CCL19.MARCO"	"CCL19"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	631	0	631
"CD55.MARCO"	"CD55"	"MARCO"	0	0	0	0	0	0	0	0	0	0	0	329	0	329
"FGF21.CDH7"	"FGF21"	"CDH7"	0	0	0	0	0	0	0	159	0	0	0	0	0	158
"CDH1.CDH7"	"CDH1"	"CDH7"	0	0	0	0	790	0	0	0	0	900	0	181	0	903
"ADAM28.CDH7"	"ADAM28"	"CDH7"	0	0	0	0	0	0	0	0	0	0	0	0	159	158
"CCL18.CXCR2"	"CCL18"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	509	0	897
"CX3CL1.CXCR2"	"CX3CL1"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	287	378	903
"HEBP1.CXCR2"	"HEBP1"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	51	0	901
"ICAM3.CXCR2"	"ICAM3"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	143	102	197
"THPO.CXCR2"	"THPO"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"MADCAM1.CXCR2"	"MADCAM1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"GZMB.CXCR2"	"GZMB"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"PDYN.CXCR2"	"PDYN"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"TIMP1.CXCR2"	"TIMP1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	324	0	323
"MMP2.CXCR2"	"MMP2"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	391	0	390
"CCL22.CXCR2"	"CCL22"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	235	0	840
"CCL17.CXCR2"	"CCL17"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	176	0	828
"AMH.CXCR2"	"AMH"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	178	0	177
"TGFB1.CXCR2"	"TGFB1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	358	0	358
"SERPINE1.CXCR2"	"SERPINE1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	242	0	241
"C5.CXCR2"	"C5"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"CCL3.CXCR2"	"CCL3"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	418	123	889
"CSF3.CXCR2"	"CSF3"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	349	0	349
"CCL2.CXCR2"	"CCL2"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	584	64	915
"CCL1.CXCR2"	"CCL1"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	49	105	814
"CCL13.CXCR2"	"CCL13"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	416	0	878
"COL1A1.CXCR2"	"COL1A1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"PPY.CXCR2"	"PPY"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"CXCL6.CXCR2"	"CXCL6"	"CXCR2"	0	0	0	0	0	0	0	564	0	900	0	633	0	982
"IL2.CXCR2"	"IL2"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	267	0	267
"KITLG.CXCR2"	"KITLG"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"SELPLG.CXCR2"	"SELPLG"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	182	0	181
"IFNG.CXCR2"	"IFNG"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	228	132	301
"IL4.CXCR2"	"IL4"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	357	0	357
"IL5.CXCR2"	"IL5"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	324	0	323
"APOB.CXCR2"	"APOB"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"PROC.CXCR2"	"PROC"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"NPY.CXCR2"	"NPY"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	208	0	917
"C3.CXCR2"	"C3"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	213	0	917
"VASP.CXCR2"	"VASP"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	72	0	903
"CCL4.CXCR2"	"CCL4"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	580	199	926
"INS.CXCR2"	"INS"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	214	0	214
"APOE.CXCR2"	"APOE"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	468	0	468
"ANXA1.CXCR2"	"ANXA1"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	60	0	901
"IL6.CXCR2"	"IL6"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	538	0	538
"IL1RN.CXCR2"	"IL1RN"	"CXCR2"	0	0	0	0	0	0	96	0	0	0	0	243	0	286
"CCL21.CXCR2"	"CCL21"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	504	0	948
"CCL27.CXCR2"	"CCL27"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	287	0	925
"MMP7.CXCR2"	"MMP7"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	198	0	198
"MMP13.CXCR2"	"MMP13"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	126	99	178
"THBS1.CXCR2"	"THBS1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	195	0	195
"LYZ.CXCR2"	"LYZ"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	235	0	235
"VWF.CXCR2"	"VWF"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	243	0	242
"CDH1.CXCR2"	"CDH1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	241	0	240
"IL1A.CXCR2"	"IL1A"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	330	0	330
"IL1B.CXCR2"	"IL1B"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	890	0	890
"IL7.CXCR2"	"IL7"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	151	0	150
"NMU.CXCR2"	"NMU"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"FGF2.CXCR2"	"FGF2"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	343	0	343
"IL11.CXCR2"	"IL11"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	202	0	202
"WNT5A.CXCR2"	"WNT5A"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	172	0	171
"POMC.CXCR2"	"POMC"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	163	0	912
"ICAM1.CXCR2"	"ICAM1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	568	105	596
"KNG1.CXCR2"	"KNG1"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	234	0	920
"VCAN.CXCR2"	"VCAN"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	228	0	227
"GAL.CXCR2"	"GAL"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	61	0	902
"FGF7.CXCR2"	"FGF7"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	198	0	198
"IFNA1.CXCR2"	"IFNA1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"LCN2.CXCR2"	"LCN2"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	197	0	197
"IL18.CXCR2"	"IL18"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	325	0	325
"APP.CXCR2"	"APP"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	163	0	912
"CXCL13.CXCR2"	"CXCL13"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	359	0	933
"SST.CXCR2"	"SST"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	128	0	909
"IL34.CXCR2"	"IL34"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	108	192	248
"CCL5.CXCR2"	"CCL5"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	507	0	948
"CCL16.CXCR2"	"CCL16"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	168	0	913
"CCL15.CXCR2"	"CCL15"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	234	0	234
"CCL23.CXCR2"	"CCL23"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	480	0	891
"CXCL16.CXCR2"	"CXCL16"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	253	0	922
"VCAM1.CXCR2"	"VCAM1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	420	0	420
"ALB.CXCR2"	"ALB"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	850	0	850
"CXCL3.CXCR2"	"CXCL3"	"CXCR2"	0	0	0	0	0	0	0	567	0	900	0	472	504	987
"CXCL5.CXCR2"	"CXCL5"	"CXCR2"	0	0	0	0	0	0	0	803	0	900	0	701	116	994
"PPBP.CXCR2"	"PPBP"	"CXCR2"	0	0	0	0	0	0	0	812	0	900	0	928	0	998
"PF4.CXCR2"	"PF4"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	538	0	903
"IL15.CXCR2"	"IL15"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"IL3.CXCR2"	"IL3"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	151	0	150
"CSF2.CXCR2"	"CSF2"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	398	0	398
"SHH.CXCR2"	"SHH"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"PNOC.CXCR2"	"PNOC"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"CCL11.CXCR2"	"CCL11"	"CXCR2"	0	0	0	0	0	0	0	0	0	800	0	505	64	899
"IGF1.CXCR2"	"IGF1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	180	0	179
"IL16.CXCR2"	"IL16"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"CD14.CXCR2"	"CD14"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	129	779	799
"IL13.CXCR2"	"IL13"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	342	0	342
"APLN.CXCR2"	"APLN"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"CXCL10.CXCR2"	"CXCL10"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	501	0	947
"IL8.CXCR2"	"IL8"	"CXCR2"	0	0	0	0	0	0	0	956	0	900	0	966	0	999
"CXCL11.CXCR2"	"CXCL11"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	562	0	954
"F2.CXCR2"	"F2"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	152	89	194
"CCL19.CXCR2"	"CCL19"	"CXCR2"	0	0	0	0	0	0	0	0	0	900	0	504	93	951
"HRAS.CXCR2"	"HRAS"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	310	0	309
"ADAM17.CXCR2"	"ADAM17"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	202	86	239
"CD34.CXCR2"	"CD34"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	180	0	179
"LEP.CXCR2"	"LEP"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	206	0	206
"GNAI2.CXCR2"	"GNAI2"	"CXCR2"	0	0	0	0	0	0	0	564	0	0	0	0	0	564
"ANGPT2.CXCR2"	"ANGPT2"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	211	0	211
"NCAM1.CXCR2"	"NCAM1"	"CXCR2"	0	0	0	0	0	0	0	0	0	0	0	298	0	298
"PKM.CFTR"	"PKM"	"CFTR"	0	0	0	0	0	0	0	0	0	0	0	101	103	159
"PKM.EPHA8"	"PKM"	"EPHA8"	0	0	0	0	0	0	0	68	149	0	0	0	123	243
"PKM.FLT3"	"PKM"	"FLT3"	0	0	0	0	0	0	0	0	149	0	0	61	123	237
"PKM.ADCY7"	"PKM"	"ADCY7"	0	0	0	0	0	0	0	0	0	900	0	0	70	903
"PKM.GUCY2D"	"PKM"	"GUCY2D"	0	0	0	0	0	0	0	0	0	900	0	0	90	905
"PKM.PDGFRA"	"PKM"	"PDGFRA"	0	0	0	0	0	0	0	68	149	0	0	71	123	267
"PKM.GUCY2C"	"PKM"	"GUCY2C"	0	0	0	0	0	0	0	0	0	900	0	0	90	905
"PKM.PDGFRB"	"PKM"	"PDGFRB"	0	0	0	0	0	0	0	0	149	0	0	81	123	254
"PKM.FLT4"	"PKM"	"FLT4"	0	0	0	0	0	0	0	68	149	0	0	0	123	243
"PKM.TYRO3"	"PKM"	"TYRO3"	0	0	0	0	0	0	0	68	149	0	0	50	123	250
"PKM.KDR"	"PKM"	"KDR"	0	0	0	0	0	0	0	68	149	0	0	101	123	290
"PKM.FGFRL1"	"PKM"	"FGFRL1"	0	0	0	0	0	0	0	0	149	0	0	0	123	221
"PKM.IGF1R"	"PKM"	"IGF1R"	0	0	0	0	0	0	0	0	149	0	0	112	129	284
"PKM.ERBB2"	"PKM"	"ERBB2"	0	0	0	0	0	0	0	68	0	0	0	168	0	191
"PKM.EPHA5"	"PKM"	"EPHA5"	0	0	0	0	0	0	0	68	149	0	0	0	123	243
"PKM.EGFR"	"PKM"	"EGFR"	0	0	0	0	0	0	0	68	0	0	0	252	0	273
"PKM.EPHA1"	"PKM"	"EPHA1"	0	0	0	0	0	0	0	68	149	0	0	0	123	243
"PKM.NTRK2"	"PKM"	"NTRK2"	0	0	0	0	0	0	0	68	0	0	0	159	0	182
"PKM.EPHA4"	"PKM"	"EPHA4"	0	0	0	0	0	0	0	0	149	0	0	0	123	221
"PKM.FLT1"	"PKM"	"FLT1"	0	0	0	0	0	0	0	68	149	0	0	86	123	279
"PKM.CSF1R"	"PKM"	"CSF1R"	0	0	0	0	0	0	0	68	149	0	0	67	123	264
"PKM.ADCY8"	"PKM"	"ADCY8"	0	0	0	0	0	0	0	0	0	900	0	276	70	926
"PKM.KIT"	"PKM"	"KIT"	0	0	0	0	0	0	0	68	149	0	0	106	123	294
"PKM.FGFR4"	"PKM"	"FGFR4"	0	0	0	0	0	0	0	68	149	0	0	0	344	434
"PKM.ADCY9"	"PKM"	"ADCY9"	0	0	0	0	0	0	0	0	0	900	0	0	70	903
"PKM.MERTK"	"PKM"	"MERTK"	0	0	0	0	0	0	0	68	149	0	0	0	123	243
"PKM.ITGA2"	"PKM"	"ITGA2"	0	0	0	0	0	0	0	0	0	0	0	362	0	362
"PKM.AXL"	"PKM"	"AXL"	0	0	0	0	0	0	0	0	149	0	0	61	123	237
"PKM.ATP1A3"	"PKM"	"ATP1A3"	0	0	0	0	0	0	77	0	0	0	0	0	130	162
"PKM.INSR"	"PKM"	"INSR"	0	0	0	0	0	0	0	0	149	0	0	125	129	294
"PKM.AQP1"	"PKM"	"AQP1"	0	0	0	0	0	0	0	0	0	0	0	47	152	157
"PKM.CD46"	"PKM"	"CD46"	0	0	0	0	0	0	0	0	0	0	0	0	375	375
"PKM.MET"	"PKM"	"MET"	0	0	0	0	0	0	0	68	149	0	0	125	123	309
"FGF4.GHRHR"	"FGF4"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	178	0	177
"SCT.GHRHR"	"SCT"	"GHRHR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"LHB.GHRHR"	"LHB"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"AMH.GHRHR"	"AMH"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	197	0	197
"COL1A1.GHRHR"	"COL1A1"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"PPY.GHRHR"	"PPY"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	197	0	197
"GHRH.GHRHR"	"GHRH"	"GHRHR"	0	0	0	0	0	0	0	812	0	900	0	968	0	999
"IAPP.GHRHR"	"IAPP"	"GHRHR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"NPY.GHRHR"	"NPY"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	350	0	349
"GNRH2.GHRHR"	"GNRH2"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	418	0	418
"INS.GHRHR"	"INS"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	398	0	398
"NTS.GHRHR"	"NTS"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	151	0	150
"TSHB.GHRHR"	"TSHB"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	352	0	351
"FST.GHRHR"	"FST"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	180	0	179
"GRP.GHRHR"	"GRP"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	353	0	353
"IL1B.GHRHR"	"IL1B"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	802	0	802
"FGF2.GHRHR"	"FGF2"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"POMC.GHRHR"	"POMC"	"GHRHR"	0	0	0	0	0	0	0	0	0	900	0	459	0	943
"GAL.GHRHR"	"GAL"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	235	0	235
"PTH2.GHRHR"	"PTH2"	"GHRHR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"GNRH1.GHRHR"	"GNRH1"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	514	0	514
"CRH.GHRHR"	"CRH"	"GHRHR"	0	0	0	0	0	0	0	0	0	900	0	359	0	933
"ADM.GHRHR"	"ADM"	"GHRHR"	0	0	0	0	0	0	0	0	0	900	0	81	0	904
"PTH.GHRHR"	"PTH"	"GHRHR"	0	0	0	0	0	0	0	0	0	900	0	393	0	936
"SST.GHRHR"	"SST"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	632	0	632
"AGRP.GHRHR"	"AGRP"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"TGFA.GHRHR"	"TGFA"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	196	0	196
"PROK2.GHRHR"	"PROK2"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	358	0	358
"IHH.GHRHR"	"IHH"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	289	0	288
"UCN.GHRHR"	"UCN"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	168	0	167
"SHH.GHRHR"	"SHH"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"TAC3.GHRHR"	"TAC3"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	405	0	405
"PRL.GHRHR"	"PRL"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	565	0	565
"IGF1.GHRHR"	"IGF1"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	560	0	560
"TRH.GHRHR"	"TRH"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	407	0	407
"F2.GHRHR"	"F2"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"HRAS.GHRHR"	"HRAS"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"LEP.GHRHR"	"LEP"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	397	0	396
"GH1.GHRHR"	"GH1"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	720	0	720
"GNAI2.GHRHR"	"GNAI2"	"GHRHR"	0	0	0	0	0	0	0	0	0	0	0	313	0	313
"ADIPOQ.CD74"	"ADIPOQ"	"CD74"	0	0	0	0	0	0	0	0	0	0	0	224	0	224
"ADIPOQ.CD4"	"ADIPOQ"	"CD4"	0	0	0	0	0	0	0	0	0	0	0	302	0	302
"ADIPOQ.TNFRSF1A"	"ADIPOQ"	"TNFRSF1A"	0	0	0	0	0	0	0	0	0	0	0	342	0	342
"ADIPOQ.IL4R"	"ADIPOQ"	"IL4R"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"ADIPOQ.IL2RB"	"ADIPOQ"	"IL2RB"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"ADIPOQ.CD79A"	"ADIPOQ"	"CD79A"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"ADIPOQ.GHR"	"ADIPOQ"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	252	0	252
"ADIPOQ.IL1R1"	"ADIPOQ"	"IL1R1"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"ADIPOQ.GHSR"	"ADIPOQ"	"GHSR"	0	0	0	0	0	0	0	0	0	0	0	452	0	452
"ADIPOQ.CNTFR"	"ADIPOQ"	"CNTFR"	0	0	0	0	0	0	0	0	0	0	0	226	0	225
"ADIPOQ.LRP1"	"ADIPOQ"	"LRP1"	0	0	0	0	0	0	0	0	0	0	0	220	0	220
"ADIPOQ.MC3R"	"ADIPOQ"	"MC3R"	0	0	0	0	0	0	0	0	0	0	0	254	0	254
"ADIPOQ.CD93"	"ADIPOQ"	"CD93"	0	0	0	0	0	0	0	0	0	0	0	290	0	290
"ADIPOQ.CCR7"	"ADIPOQ"	"CCR7"	0	0	0	0	0	0	0	0	0	0	0	197	0	197
"ADIPOQ.MTNR1B"	"ADIPOQ"	"MTNR1B"	0	0	0	0	0	0	0	0	0	0	0	211	0	211
"ADIPOQ.APLNR"	"ADIPOQ"	"APLNR"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"ADIPOQ.C5AR2"	"ADIPOQ"	"C5AR2"	0	0	0	0	0	0	0	0	0	0	0	344	0	343
"ADIPOQ.NT5E"	"ADIPOQ"	"NT5E"	0	0	0	0	0	0	0	0	0	0	0	116	89	160
"ADIPOQ.TLR2"	"ADIPOQ"	"TLR2"	0	0	0	0	0	0	0	0	0	0	0	177	0	177
"ADIPOQ.SCARB1"	"ADIPOQ"	"SCARB1"	0	0	0	0	0	0	0	0	0	0	0	198	0	198
"ADIPOQ.PVRL1"	"ADIPOQ"	"PVRL1"	0	0	0	0	0	0	0	0	0	0	0	214	0	214
